line,poem,text,tokens
65.0,198.0,as the tall one,"['START_SYMBOL', u'as', u'the', u'tall', u'one', 'STOP_SYMBOL']"
66.0,198.0,leaped up and sat down again,"['START_SYMBOL', u'leaped', u'up', u'and', u'sat', u'down', u'again', 'STOP_SYMBOL']"
67.0,198.0,talking,"['START_SYMBOL', u'talking', 'STOP_SYMBOL']"
68.0,198.0,and getting tangled in his,"['START_SYMBOL', u'and', u'getting', u'tangled', u'in', u'his', 'STOP_SYMBOL']"
69.0,198.0,bell-cord.,"['START_SYMBOL', u'bell-cord', u'.', 'STOP_SYMBOL']"
70.0,198.0,I glanced over at the lady,"['START_SYMBOL', u'i', u'glanced', u'over', u'at', u'the', u'lady', 'STOP_SYMBOL']"
71.0,198.0,I lived with.,"['START_SYMBOL', u'i', u'lived', u'with', u'.', 'STOP_SYMBOL']"
72.0,198.0,she was smiling pleasantly,"['START_SYMBOL', u'she', u'was', u'smiling', u'pleasantly', 'STOP_SYMBOL']"
73.0,198.0,as he screamed his,"['START_SYMBOL', u'as', u'he', u'screamed', u'his', 'STOP_SYMBOL']"
74.0,198.0,nonsense.,"['START_SYMBOL', u'nonsense', u'.', 'STOP_SYMBOL']"
75.0,198.0,"and I thought, if I am being","['START_SYMBOL', u'and', u'i', u'thought', u',', u'if', u'i', u'am', u'being', 'STOP_SYMBOL']"
76.0,198.0,tested I am failing again.,"['START_SYMBOL', u'tested', u'i', u'am', u'failing', u'again', u'.', 'STOP_SYMBOL']"
77.0,198.0,I can't find /anything/,"['START_SYMBOL', u'i', u'ca', u""n't"", u'find', u'/anything/', 'STOP_SYMBOL']"
78.0,198.0,interesting in any of,"['START_SYMBOL', u'interesting', u'in', u'any', u'of', 'STOP_SYMBOL']"
79.0,198.0,this,"['START_SYMBOL', u'this', 'STOP_SYMBOL']"
80.0,198.0,and I reached out and,"['START_SYMBOL', u'and', u'i', u'reached', u'out', u'and', 'STOP_SYMBOL']"
81.0,198.0,yanked his,"['START_SYMBOL', u'yanked', u'his', 'STOP_SYMBOL']"
82.0,198.0,bell-cord....,"['START_SYMBOL', u'bell-cord', u'...', u'.', 'STOP_SYMBOL']"
83.0,198.0,still talking,"['START_SYMBOL', u'still', u'talking', 'STOP_SYMBOL']"
84.0,198.0,his head,"['START_SYMBOL', u'his', u'head', 'STOP_SYMBOL']"
85.0,198.0,jerked,"['START_SYMBOL', u'jerked', 'STOP_SYMBOL']"
86.0,198.0,down,"['START_SYMBOL', u'down', 'STOP_SYMBOL']"
87.0,198.0,and he spilled his drink,"['START_SYMBOL', u'and', u'he', u'spilled', u'his', u'drink', 'STOP_SYMBOL']"
88.0,198.0,on me,"['START_SYMBOL', u'on', u'me', 'STOP_SYMBOL']"
89.0,198.0,sat upright,"['START_SYMBOL', u'sat', u'upright', 'STOP_SYMBOL']"
90.0,198.0,and began again with,"['START_SYMBOL', u'and', u'began', u'again', u'with', 'STOP_SYMBOL']"
91.0,198.0,more vigor than,"['START_SYMBOL', u'more', u'vigor', u'than', 'STOP_SYMBOL']"
92.0,198.0,ever,"['START_SYMBOL', u'ever', 'STOP_SYMBOL']"
93.0,198.0,only the head-jerk,"['START_SYMBOL', u'only', u'the', u'head-jerk', 'STOP_SYMBOL']"
94.0,198.0,seemed to clear his speech,"['START_SYMBOL', u'seemed', u'to', u'clear', u'his', u'speech', 'STOP_SYMBOL']"
95.0,198.0,patterns,"['START_SYMBOL', u'patterns', 'STOP_SYMBOL']"
96.0,198.0,and I finally began to understand what,"['START_SYMBOL', u'and', u'i', u'finally', u'began', u'to', u'understand', u'what', 'STOP_SYMBOL']"
97.0,198.0,he was saying.,"['START_SYMBOL', u'he', u'was', u'saying', u'.', 'STOP_SYMBOL']"
98.0,198.0,he was telling the world,"['START_SYMBOL', u'he', u'was', u'telling', u'the', u'world', 'STOP_SYMBOL']"
99.0,198.0,that,"['START_SYMBOL', u'that', 'STOP_SYMBOL']"
100.0,198.0,I was an,"['START_SYMBOL', u'i', u'was', u'an', 'STOP_SYMBOL']"
101.0,198.0,antisocial hunk of,"['START_SYMBOL', u'antisocial', u'hunk', u'of', 'STOP_SYMBOL']"
102.0,198.0,despicable shit. that,"['START_SYMBOL', u'despicable', u'shit', u'.', u'that', 'STOP_SYMBOL']"
103.0,198.0,brotherhood and sisterhood,"['START_SYMBOL', u'brotherhood', u'and', u'sisterhood', 'STOP_SYMBOL']"
104.0,198.0,would engulf my work and my,"['START_SYMBOL', u'would', u'engulf', u'my', u'work', u'and', u'my', 'STOP_SYMBOL']"
105.0,198.0,petty ways. that,"['START_SYMBOL', u'petty', u'ways', u'.', u'that', 'STOP_SYMBOL']"
106.0,198.0,every man was a poet and,"['START_SYMBOL', u'every', u'man', u'was', u'a', u'poet', u'and', 'STOP_SYMBOL']"
107.0,198.0,every woman was too.,"['START_SYMBOL', u'every', u'woman', u'was', u'too', u'.', 'STOP_SYMBOL']"
108.0,198.0,I poured him a new,"['START_SYMBOL', u'i', u'poured', u'him', u'a', u'new', 'STOP_SYMBOL']"
109.0,198.0,drink.,"['START_SYMBOL', u'drink', u'.', 'STOP_SYMBOL']"
110.0,198.0,he picked it up and,"['START_SYMBOL', u'he', u'picked', u'it', u'up', u'and', 'STOP_SYMBOL']"
111.0,198.0,snouted it,"['START_SYMBOL', u'snouted', u'it', 'STOP_SYMBOL']"
112.0,198.0,down.,"['START_SYMBOL', u'down', u'.', 'STOP_SYMBOL']"
113.0,198.0,"love is what mattered,","['START_SYMBOL', u'love', u'is', u'what', u'mattered', u',', 'STOP_SYMBOL']"
114.0,198.0,"he went on,","['START_SYMBOL', u'he', u'went', u'on', u',', 'STOP_SYMBOL']"
115.0,198.0,and,"['START_SYMBOL', u'and', 'STOP_SYMBOL']"
116.0,198.0,furthermore ...,"['START_SYMBOL', u'furthermore', u'...', 'STOP_SYMBOL']"
1.0,199.0,"these dogs, she said, are always sticking their","['START_SYMBOL', u'these', u'dogs', u',', u'she', u'said', u',', u'are', u'always', u'sticking', u'their', 'STOP_SYMBOL']"
2.0,199.0,"noses in my crotch, it's exasperating","['START_SYMBOL', u'noses', u'in', u'my', u'crotch', u',', u'it', u""'s"", u'exasperating', 'STOP_SYMBOL']"
3.0,199.0,I don't know what they,"['START_SYMBOL', u'i', u'do', u""n't"", u'know', u'what', u'they', 'STOP_SYMBOL']"
4.0,199.0,want.,"['START_SYMBOL', u'want', u'.', 'STOP_SYMBOL']"
5.0,199.0,she had on dark pink pantyhose,"['START_SYMBOL', u'she', u'had', u'on', u'dark', u'pink', u'pantyhose', 'STOP_SYMBOL']"
6.0,199.0,and had hands 50 years old and a face 40,"['START_SYMBOL', u'and', u'had', u'hands', u'50', u'years', u'old', u'and', u'a', u'face', u'40', 'STOP_SYMBOL']"
7.0,199.0,but she was in her late,"['START_SYMBOL', u'but', u'she', u'was', u'in', u'her', u'late', 'STOP_SYMBOL']"
8.0,199.0,"20s, early 30s,","['START_SYMBOL', u'20s', u',', u'early', u'30s', u',', 'STOP_SYMBOL']"
9.0,199.0,"one psychiatrist after another,","['START_SYMBOL', u'one', u'psychiatrist', u'after', u'another', u',', 'STOP_SYMBOL']"
10.0,199.0,she was on,"['START_SYMBOL', u'she', u'was', u'on', 'STOP_SYMBOL']"
11.0,199.0,"AFDC, just like the rest of us wanted to be.","['START_SYMBOL', u'afdc', u',', u'just', u'like', u'the', u'rest', u'of', u'us', u'wanted', u'to', u'be', u'.', 'STOP_SYMBOL']"
12.0,199.0,we discussed how we had bad feelings when we,"['START_SYMBOL', u'we', u'discussed', u'how', u'we', u'had', u'bad', u'feelings', u'when', u'we', 'STOP_SYMBOL']"
13.0,199.0,"killed certain types of bugs,","['START_SYMBOL', u'killed', u'certain', u'types', u'of', u'bugs', u',', 'STOP_SYMBOL']"
14.0,199.0,but we decided it was all right to kill,"['START_SYMBOL', u'but', u'we', u'decided', u'it', u'was', u'all', u'right', u'to', u'kill', 'STOP_SYMBOL']"
15.0,199.0,spiders and cockroaches,"['START_SYMBOL', u'spiders', u'and', u'cockroaches', 'STOP_SYMBOL']"
16.0,199.0,and it was all right to eat fish and crabs,"['START_SYMBOL', u'and', u'it', u'was', u'all', u'right', u'to', u'eat', u'fish', u'and', u'crabs', 'STOP_SYMBOL']"
17.0,199.0,"and lobsters,","['START_SYMBOL', u'and', u'lobsters', u',', 'STOP_SYMBOL']"
18.0,199.0,also chickens didn't have any damned brains,"['START_SYMBOL', u'also', u'chickens', u'did', u""n't"", u'have', u'any', u'damned', u'brains', 'STOP_SYMBOL']"
19.0,199.0,"but pigs were smarter than horses,","['START_SYMBOL', u'but', u'pigs', u'were', u'smarter', u'than', u'horses', u',', 'STOP_SYMBOL']"
20.0,199.0,you couldn't eat pigs.,"['START_SYMBOL', u'you', u'could', u""n't"", u'eat', u'pigs', u'.', 'STOP_SYMBOL']"
21.0,199.0,"I'm a cocktail waitress, she said,","['START_SYMBOL', u'i', u""'m"", u'a', u'cocktail', u'waitress', u',', u'she', u'said', u',', 'STOP_SYMBOL']"
22.0,199.0,and I wear this mini-skirt but I sure get tired,"['START_SYMBOL', u'and', u'i', u'wear', u'this', u'mini-skirt', u'but', u'i', u'sure', u'get', u'tired', 'STOP_SYMBOL']"
23.0,199.0,of those men staring at my,"['START_SYMBOL', u'of', u'those', u'men', u'staring', u'at', u'my', 'STOP_SYMBOL']"
24.0,199.0,crotch. I get so drunk,"['START_SYMBOL', u'crotch', u'.', u'i', u'get', u'so', u'drunk', 'STOP_SYMBOL']"
25.0,199.0,"that I spill drinks on people,","['START_SYMBOL', u'that', u'i', u'spill', u'drinks', u'on', u'people', u',', 'STOP_SYMBOL']"
26.0,199.0,"and later on I sing,","['START_SYMBOL', u'and', u'later', u'on', u'i', u'sing', u',', 'STOP_SYMBOL']"
27.0,199.0,"not rock, that's dead,","['START_SYMBOL', u'not', u'rock', u',', u'that', u""'s"", u'dead', u',', 'STOP_SYMBOL']"
28.0,199.0,I sing jazz ...,"['START_SYMBOL', u'i', u'sing', u'jazz', u'...', 'STOP_SYMBOL']"
29.0,199.0,will you marry me? I asked.,"['START_SYMBOL', u'will', u'you', u'marry', u'me', u'?', u'i', u'asked', u'.', 'STOP_SYMBOL']"
30.0,199.0,"yes, she said.","['START_SYMBOL', u'yes', u',', u'she', u'said', u'.', 'STOP_SYMBOL']"
31.0,199.0,then she and her boyfriend got into a kind of,"['START_SYMBOL', u'then', u'she', u'and', u'her', u'boyfriend', u'got', u'into', u'a', u'kind', u'of', 'STOP_SYMBOL']"
32.0,199.0,argument and they left me there with the wine bottle and,"['START_SYMBOL', u'argument', u'and', u'they', u'left', u'me', u'there', u'with', u'the', u'wine', u'bottle', u'and', 'STOP_SYMBOL']"
33.0,199.0,I sat eating fried chicken,"['START_SYMBOL', u'i', u'sat', u'eating', u'fried', u'chicken', 'STOP_SYMBOL']"
34.0,199.0,and listening to Shostakovich,"['START_SYMBOL', u'and', u'listening', u'to', u'shostakovich', 'STOP_SYMBOL']"
35.0,199.0,until 5 a.m.,"['START_SYMBOL', u'until', u'5', u'a.m', u'.', 'STOP_SYMBOL']"
36.0,199.0,in the morning.,"['START_SYMBOL', u'in', u'the', u'morning', u'.', 'STOP_SYMBOL']"
1.0,200.0,"you with long hair, legs crossed high, sitting at the end of","['START_SYMBOL', u'you', u'with', u'long', u'hair', u',', u'legs', u'crossed', u'high', u',', u'sitting', u'at', u'the', u'end', u'of', 'STOP_SYMBOL']"
2.0,200.0,"the bar, you like a butcher knife against my throat","['START_SYMBOL', u'the', u'bar', u',', u'you', u'like', u'a', u'butcher', u'knife', u'against', u'my', u'throat', 'STOP_SYMBOL']"
3.0,200.0,as the nightingale sings elsewhere while laughter,"['START_SYMBOL', u'as', u'the', u'nightingale', u'sings', u'elsewhere', u'while', u'laughter', 'STOP_SYMBOL']"
4.0,200.0,mingles with the roach's hiss.,"['START_SYMBOL', u'mingles', u'with', u'the', u'roach', u""'s"", u'hiss', u'.', 'STOP_SYMBOL']"
5.0,200.0,I know you as,"['START_SYMBOL', u'i', u'know', u'you', u'as', 'STOP_SYMBOL']"
6.0,200.0,"the piano player in the restaurant who plays badly,","['START_SYMBOL', u'the', u'piano', u'player', u'in', u'the', u'restaurant', u'who', u'plays', u'badly', u',', 'STOP_SYMBOL']"
7.0,200.0,his mouth a tiny cesspool and his eyes little wet rolls of,"['START_SYMBOL', u'his', u'mouth', u'a', u'tiny', u'cesspool', u'and', u'his', u'eyes', u'little', u'wet', u'rolls', u'of', 'STOP_SYMBOL']"
8.0,200.0,toilet paper.,"['START_SYMBOL', u'toilet', u'paper', u'.', 'STOP_SYMBOL']"
9.0,200.0,you rode behind me on my bicycle as I pumped toward Venice as,"['START_SYMBOL', u'you', u'rode', u'behind', u'me', u'on', u'my', u'bicycle', u'as', u'i', u'pumped', u'toward', u'venice', u'as', 'STOP_SYMBOL']"
10.0,200.0,"a boy, I knew you were there, even in that brisk wind I smelled","['START_SYMBOL', u'a', u'boy', u',', u'i', u'knew', u'you', u'were', u'there', u',', u'even', u'in', u'that', u'brisk', u'wind', u'i', u'smelled', 'STOP_SYMBOL']"
11.0,200.0,your,"['START_SYMBOL', u'your', 'STOP_SYMBOL']"
12.0,200.0,breath.,"['START_SYMBOL', u'breath', u'.', 'STOP_SYMBOL']"
13.0,200.0,I knew you in the love bed as you whispered lies of passion while,"['START_SYMBOL', u'i', u'knew', u'you', u'in', u'the', u'love', u'bed', u'as', u'you', u'whispered', u'lies', u'of', u'passion', u'while', 'STOP_SYMBOL']"
14.0,200.0,your,"['START_SYMBOL', u'your', 'STOP_SYMBOL']"
15.0,200.0,nails dug me into you.,"['START_SYMBOL', u'nails', u'dug', u'me', u'into', u'you', u'.', 'STOP_SYMBOL']"
16.0,200.0,I saw you adored by crowds in Spain while pigtail boys with,"['START_SYMBOL', u'i', u'saw', u'you', u'adored', u'by', u'crowds', u'in', u'spain', u'while', u'pigtail', u'boys', u'with', 'STOP_SYMBOL']"
17.0,200.0,swords,"['START_SYMBOL', u'swords', 'STOP_SYMBOL']"
18.0,200.0,colored the sun for your glory.,"['START_SYMBOL', u'colored', u'the', u'sun', u'for', u'your', u'glory', u'.', 'STOP_SYMBOL']"
19.0,200.0,"I saw you complete the circle of friend, enemy, celebrity and","['START_SYMBOL', u'i', u'saw', u'you', u'complete', u'the', u'circle', u'of', u'friend', u',', u'enemy', u',', u'celebrity', u'and', 'STOP_SYMBOL']"
20.0,200.0,stranger as the fox ran through the sun carrying its heart in its,"['START_SYMBOL', u'stranger', u'as', u'the', u'fox', u'ran', u'through', u'the', u'sun', u'carrying', u'its', u'heart', u'in', u'its', 'STOP_SYMBOL']"
21.0,200.0,mouth.,"['START_SYMBOL', u'mouth', u'.', 'STOP_SYMBOL']"
22.0,200.0,those madmen I fought in the back alleys of bars were,"['START_SYMBOL', u'those', u'madmen', u'i', u'fought', u'in', u'the', u'back', u'alleys', u'of', u'bars', u'were', 'STOP_SYMBOL']"
23.0,200.0,you.,"['START_SYMBOL', u'you', u'.', 'STOP_SYMBOL']"
24.0,200.0,"you, yes, heard Plato's last words.","['START_SYMBOL', u'you', u',', u'yes', u',', u'heard', u'plato', u""'s"", u'last', u'words', u'.', 'STOP_SYMBOL']"
25.0,200.0,"not too many mornings ago I found my old cat in the yard,","['START_SYMBOL', u'not', u'too', u'many', u'mornings', u'ago', u'i', u'found', u'my', u'old', u'cat', u'in', u'the', u'yard', u',', 'STOP_SYMBOL']"
26.0,200.0,"dry tongue stuck out awry as if it had never belonged, eyes tangled,","['START_SYMBOL', u'dry', u'tongue', u'stuck', u'out', u'awry', u'as', u'if', u'it', u'had', u'never', u'belonged', u',', u'eyes', u'tangled', u',', 'STOP_SYMBOL']"
27.0,200.0,"eyelids soft yet, I lifted her, daylight shining upon my","['START_SYMBOL', u'eyelids', u'soft', u'yet', u',', u'i', u'lifted', u'her', u',', u'daylight', u'shining', u'upon', u'my', 'STOP_SYMBOL']"
28.0,200.0,"fingers and her fur, my ignorant existence roaring against the","['START_SYMBOL', u'fingers', u'and', u'her', u'fur', u',', u'my', u'ignorant', u'existence', u'roaring', u'against', u'the', 'STOP_SYMBOL']"
29.0,200.0,hedges and the flowers.,"['START_SYMBOL', u'hedges', u'and', u'the', u'flowers', u'.', 'STOP_SYMBOL']"
30.0,200.0,"I know you, you wait while the fountains gush and the scales","['START_SYMBOL', u'i', u'know', u'you', u',', u'you', u'wait', u'while', u'the', u'fountains', u'gush', u'and', u'the', u'scales', 'STOP_SYMBOL']"
31.0,200.0,"weigh,","['START_SYMBOL', u'weigh', u',', 'STOP_SYMBOL']"
32.0,200.0,"you tiresome daughter-of-a-bitch, come on in, the door is","['START_SYMBOL', u'you', u'tiresome', u'daughter-of-a-bitch', u',', u'come', u'on', u'in', u',', u'the', u'door', u'is', 'STOP_SYMBOL']"
33.0,200.0,open.,"['START_SYMBOL', u'open', u'.', 'STOP_SYMBOL']"
1.0,201.0,as many interpretations of,"['START_SYMBOL', u'as', u'many', u'interpretations', u'of', 'STOP_SYMBOL']"
2.0,201.0,"Mozart's ""Mass in C""","['START_SYMBOL', u'mozart', u""'s"", u'``', u'mass', u'in', u'c', u""''"", 'STOP_SYMBOL']"
3.0,201.0,"as fleas upon my favorite cat,","['START_SYMBOL', u'as', u'fleas', u'upon', u'my', u'favorite', u'cat', u',', 'STOP_SYMBOL']"
4.0,201.0,or as many garbagemen of verse,"['START_SYMBOL', u'or', u'as', u'many', u'garbagemen', u'of', u'verse', 'STOP_SYMBOL']"
5.0,201.0,in a world full of flamingos.,"['START_SYMBOL', u'in', u'a', u'world', u'full', u'of', u'flamingos', u'.', 'STOP_SYMBOL']"
6.0,201.0,this,"['START_SYMBOL', u'this', 'STOP_SYMBOL']"
7.0,201.0,tired,"['START_SYMBOL', u'tired', 'STOP_SYMBOL']"
8.0,201.0,life,"['START_SYMBOL', u'life', 'STOP_SYMBOL']"
9.0,201.0,"this dusty dream,","['START_SYMBOL', u'this', u'dusty', u'dream', u',', 'STOP_SYMBOL']"
10.0,201.0,"these April nights,","['START_SYMBOL', u'these', u'april', u'nights', u',', 'STOP_SYMBOL']"
11.0,201.0,"this thunder in a paper cup,","['START_SYMBOL', u'this', u'thunder', u'in', u'a', u'paper', u'cup', u',', 'STOP_SYMBOL']"
12.0,201.0,all the old ladies,"['START_SYMBOL', u'all', u'the', u'old', u'ladies', 'STOP_SYMBOL']"
13.0,201.0,alone in rooms,"['START_SYMBOL', u'alone', u'in', u'rooms', 'STOP_SYMBOL']"
14.0,201.0,"working crossword puzzles,","['START_SYMBOL', u'working', u'crossword', u'puzzles', u',', 'STOP_SYMBOL']"
15.0,201.0,the dead dogs of forever,"['START_SYMBOL', u'the', u'dead', u'dogs', u'of', u'forever', 'STOP_SYMBOL']"
16.0,201.0,crushed with,"['START_SYMBOL', u'crushed', u'with', 'STOP_SYMBOL']"
17.0,201.0,"lolling tongues,","['START_SYMBOL', u'lolling', u'tongues', u',', 'STOP_SYMBOL']"
18.0,201.0,the parched innards of,"['START_SYMBOL', u'the', u'parched', u'innards', u'of', 'STOP_SYMBOL']"
19.0,201.0,mountains,"['START_SYMBOL', u'mountains', 'STOP_SYMBOL']"
20.0,201.0,aching to,"['START_SYMBOL', u'aching', u'to', 'STOP_SYMBOL']"
21.0,201.0,"scream,","['START_SYMBOL', u'scream', u',', 'STOP_SYMBOL']"
22.0,201.0,what is this grueling,"['START_SYMBOL', u'what', u'is', u'this', u'grueling', 'STOP_SYMBOL']"
23.0,201.0,nonsense?,"['START_SYMBOL', u'nonsense', u'?', 'STOP_SYMBOL']"
24.0,201.0,is it,"['START_SYMBOL', u'is', u'it', 'STOP_SYMBOL']"
25.0,201.0,the worm crawling toward,"['START_SYMBOL', u'the', u'worm', u'crawling', u'toward', 'STOP_SYMBOL']"
26.0,201.0,no paradise?,"['START_SYMBOL', u'no', u'paradise', u'?', 'STOP_SYMBOL']"
27.0,201.0,the scissors in a closed,"['START_SYMBOL', u'the', u'scissors', u'in', u'a', u'closed', 'STOP_SYMBOL']"
28.0,201.0,drawer?,"['START_SYMBOL', u'drawer', u'?', 'STOP_SYMBOL']"
29.0,201.0,young girls giggling and,"['START_SYMBOL', u'young', u'girls', u'giggling', u'and', 'STOP_SYMBOL']"
30.0,201.0,lost in their flesh?,"['START_SYMBOL', u'lost', u'in', u'their', u'flesh', u'?', 'STOP_SYMBOL']"
31.0,201.0,the night and then the,"['START_SYMBOL', u'the', u'night', u'and', u'then', u'the', 'STOP_SYMBOL']"
32.0,201.0,day or,"['START_SYMBOL', u'day', u'or', 'STOP_SYMBOL']"
33.0,201.0,the day and then the,"['START_SYMBOL', u'the', u'day', u'and', u'then', u'the', 'STOP_SYMBOL']"
34.0,201.0,night?,"['START_SYMBOL', u'night', u'?', 'STOP_SYMBOL']"
35.0,201.0,the hammer?,"['START_SYMBOL', u'the', u'hammer', u'?', 'STOP_SYMBOL']"
36.0,201.0,the saw?,"['START_SYMBOL', u'the', u'saw', u'?', 'STOP_SYMBOL']"
37.0,201.0,the mirror which swings,"['START_SYMBOL', u'the', u'mirror', u'which', u'swings', 'STOP_SYMBOL']"
38.0,201.0,open?,"['START_SYMBOL', u'open', u'?', 'STOP_SYMBOL']"
39.0,201.0,and what about,"['START_SYMBOL', u'and', u'what', u'about', 'STOP_SYMBOL']"
40.0,201.0,the dark streets of Dublin?,"['START_SYMBOL', u'the', u'dark', u'streets', u'of', u'dublin', u'?', 'STOP_SYMBOL']"
41.0,201.0,the last page of the book?,"['START_SYMBOL', u'the', u'last', u'page', u'of', u'the', u'book', u'?', 'STOP_SYMBOL']"
42.0,201.0,the green park bench alone?,"['START_SYMBOL', u'the', u'green', u'park', u'bench', u'alone', u'?', 'STOP_SYMBOL']"
43.0,201.0,the last necktie?,"['START_SYMBOL', u'the', u'last', u'necktie', u'?', 'STOP_SYMBOL']"
44.0,201.0,the last footstep,"['START_SYMBOL', u'the', u'last', u'footstep', 'STOP_SYMBOL']"
45.0,201.0,behind you?,"['START_SYMBOL', u'behind', u'you', u'?', 'STOP_SYMBOL']"
46.0,201.0,this incomplete sob of darkness.,"['START_SYMBOL', u'this', u'incomplete', u'sob', u'of', u'darkness', u'.', 'STOP_SYMBOL']"
47.0,201.0,a wingless bird waiting.,"['START_SYMBOL', u'a', u'wingless', u'bird', u'waiting', u'.', 'STOP_SYMBOL']"
48.0,201.0,a druid in the wasted light.,"['START_SYMBOL', u'a', u'druid', u'in', u'the', u'wasted', u'light', u'.', 'STOP_SYMBOL']"
49.0,201.0,a drunk in the gutter.,"['START_SYMBOL', u'a', u'drunk', u'in', u'the', u'gutter', u'.', 'STOP_SYMBOL']"
50.0,201.0,the singing of fools,"['START_SYMBOL', u'the', u'singing', u'of', u'fools', 'STOP_SYMBOL']"
51.0,201.0,and the volcano laughing.,"['START_SYMBOL', u'and', u'the', u'volcano', u'laughing', u'.', 'STOP_SYMBOL']"
1.0,202.0,in the bar,"['START_SYMBOL', u'in', u'the', u'bar', 'STOP_SYMBOL']"
2.0,202.0,the beer bottle in somebody's,"['START_SYMBOL', u'the', u'beer', u'bottle', u'in', u'somebody', u""'s"", 'STOP_SYMBOL']"
3.0,202.0,hand,"['START_SYMBOL', u'hand', 'STOP_SYMBOL']"
