line,poem,text,tokens
12.0,152.0,waiting behind a tree:,"[u'start_symbol', u'waiting', u'behind', u'a', u'tree', u':', u'stop_symbol']"
13.0,152.0,"""Henry, Henry, don't","[u'start_symbol', u'``', u'henry', u',', u'henry', u',', u'do', u""n't"", u'stop_symbol']"
14.0,152.0,go in ... he'll,"[u'start_symbol', u'go', u'in', u'...', u'he', u""'ll"", u'stop_symbol']"
15.0,152.0,"kill you, he's read","[u'start_symbol', u'kill', u'you', u',', u'he', u""'s"", u'read', u'stop_symbol']"
16.0,152.0,"your stories ...""","[u'start_symbol', u'your', u'stories', u'...', u""''"", u'stop_symbol']"
17.0,152.0,"""I can whip his","[u'start_symbol', u'``', u'i', u'can', u'whip', u'his', u'stop_symbol']"
18.0,152.0,"ass ...""","[u'start_symbol', u'ass', u'...', u""''"", u'stop_symbol']"
19.0,152.0,"""Henry, please take","[u'start_symbol', u'``', u'henry', u',', u'please', u'take', u'stop_symbol']"
20.0,152.0,this ... and,"[u'start_symbol', u'this', u'...', u'and', u'stop_symbol']"
21.0,152.0,"find yourself a room.""","[u'start_symbol', u'find', u'yourself', u'a', u'room', u'.', u""''"", u'stop_symbol']"
22.0,152.0,but it worried him,"[u'start_symbol', u'but', u'it', u'worried', u'him', u'stop_symbol']"
23.0,152.0,that I might not,"[u'start_symbol', u'that', u'i', u'might', u'not', u'stop_symbol']"
24.0,152.0,finish high school,"[u'start_symbol', u'finish', u'high', u'school', u'stop_symbol']"
25.0,152.0,so I'd be back,"[u'start_symbol', u'so', u'i', u""'d"", u'be', u'back', u'stop_symbol']"
26.0,152.0,again.,"[u'start_symbol', u'again', u'.', u'stop_symbol']"
27.0,152.0,one evening he walked in,"[u'start_symbol', u'one', u'evening', u'he', u'walked', u'in', u'stop_symbol']"
28.0,152.0,with the pages of,"[u'start_symbol', u'with', u'the', u'pages', u'of', u'stop_symbol']"
29.0,152.0,one of my short stories,"[u'start_symbol', u'one', u'of', u'my', u'short', u'stories', u'stop_symbol']"
30.0,152.0,(which I had never submitted,"[u'start_symbol', u'(', u'which', u'i', u'had', u'never', u'submitted', u'stop_symbol']"
31.0,152.0,to him),"[u'start_symbol', u'to', u'him', u')', u'stop_symbol']"
32.0,152.0,"and he said, ""this is","[u'start_symbol', u'and', u'he', u'said', u',', u'``', u'this', u'is', u'stop_symbol']"
33.0,152.0,"a great short story.""","[u'start_symbol', u'a', u'great', u'short', u'story', u'.', u""''"", u'stop_symbol']"
34.0,152.0,"I said, ""o.k.,""","[u'start_symbol', u'i', u'said', u',', u'``', u'o.k.', u',', u""''"", u'stop_symbol']"
35.0,152.0,and he handed it to me,"[u'start_symbol', u'and', u'he', u'handed', u'it', u'to', u'me', u'stop_symbol']"
36.0,152.0,and I read it.,"[u'start_symbol', u'and', u'i', u'read', u'it', u'.', u'stop_symbol']"
37.0,152.0,it was a story about,"[u'start_symbol', u'it', u'was', u'a', u'story', u'about', u'stop_symbol']"
38.0,152.0,a rich man,"[u'start_symbol', u'a', u'rich', u'man', u'stop_symbol']"
39.0,152.0,who had a fight with,"[u'start_symbol', u'who', u'had', u'a', u'fight', u'with', u'stop_symbol']"
40.0,152.0,his wife and had,"[u'start_symbol', u'his', u'wife', u'and', u'had', u'stop_symbol']"
41.0,152.0,gone out into the night,"[u'start_symbol', u'gone', u'out', u'into', u'the', u'night', u'stop_symbol']"
42.0,152.0,for a cup of coffee,"[u'start_symbol', u'for', u'a', u'cup', u'of', u'coffee', u'stop_symbol']"
43.0,152.0,and had observed,"[u'start_symbol', u'and', u'had', u'observed', u'stop_symbol']"
44.0,152.0,the waitress and the spoons,"[u'start_symbol', u'the', u'waitress', u'and', u'the', u'spoons', u'stop_symbol']"
45.0,152.0,and forks and the,"[u'start_symbol', u'and', u'forks', u'and', u'the', u'stop_symbol']"
46.0,152.0,salt and pepper shakers,"[u'start_symbol', u'salt', u'and', u'pepper', u'shakers', u'stop_symbol']"
47.0,152.0,and the neon sign,"[u'start_symbol', u'and', u'the', u'neon', u'sign', u'stop_symbol']"
48.0,152.0,in the window,"[u'start_symbol', u'in', u'the', u'window', u'stop_symbol']"
49.0,152.0,and then had gone back,"[u'start_symbol', u'and', u'then', u'had', u'gone', u'back', u'stop_symbol']"
50.0,152.0,to his stable,"[u'start_symbol', u'to', u'his', u'stable', u'stop_symbol']"
51.0,152.0,to see and touch his,"[u'start_symbol', u'to', u'see', u'and', u'touch', u'his', u'stop_symbol']"
52.0,152.0,favorite horse,"[u'start_symbol', u'favorite', u'horse', u'stop_symbol']"
53.0,152.0,who then,"[u'start_symbol', u'who', u'then', u'stop_symbol']"
54.0,152.0,kicked him in the head,"[u'start_symbol', u'kicked', u'him', u'in', u'the', u'head', u'stop_symbol']"
55.0,152.0,and killed him.,"[u'start_symbol', u'and', u'killed', u'him', u'.', u'stop_symbol']"
56.0,152.0,somehow,"[u'start_symbol', u'somehow', u'stop_symbol']"
57.0,152.0,the story held,"[u'start_symbol', u'the', u'story', u'held', u'stop_symbol']"
58.0,152.0,meaning for him,"[u'start_symbol', u'meaning', u'for', u'him', u'stop_symbol']"
59.0,152.0,though,"[u'start_symbol', u'though', u'stop_symbol']"
60.0,152.0,when I had written it,"[u'start_symbol', u'when', u'i', u'had', u'written', u'it', u'stop_symbol']"
61.0,152.0,I had no idea,"[u'start_symbol', u'i', u'had', u'no', u'idea', u'stop_symbol']"
62.0,152.0,of what I was,"[u'start_symbol', u'of', u'what', u'i', u'was', u'stop_symbol']"
63.0,152.0,writing about.,"[u'start_symbol', u'writing', u'about', u'.', u'stop_symbol']"
64.0,152.0,"so I told him,","[u'start_symbol', u'so', u'i', u'told', u'him', u',', u'stop_symbol']"
65.0,152.0,"""o.k., old man, you can","[u'start_symbol', u'``', u'o.k.', u',', u'old', u'man', u',', u'you', u'can', u'stop_symbol']"
66.0,152.0,"have it.""","[u'start_symbol', u'have', u'it', u'.', u""''"", u'stop_symbol']"
67.0,152.0,and he took it,"[u'start_symbol', u'and', u'he', u'took', u'it', u'stop_symbol']"
68.0,152.0,and walked out,"[u'start_symbol', u'and', u'walked', u'out', u'stop_symbol']"
69.0,152.0,and closed the door.,"[u'start_symbol', u'and', u'closed', u'the', u'door', u'.', u'stop_symbol']"
70.0,152.0,I guess that's,"[u'start_symbol', u'i', u'guess', u'that', u""'s"", u'stop_symbol']"
71.0,152.0,as close,"[u'start_symbol', u'as', u'close', u'stop_symbol']"
72.0,152.0,as we ever got.,"[u'start_symbol', u'as', u'we', u'ever', u'got', u'.', u'stop_symbol']"
1.0,153.0,he walks up to my Volks,"[u'start_symbol', u'he', u'walks', u'up', u'to', u'my', u'volks', u'stop_symbol']"
2.0,153.0,after I have parked,"[u'start_symbol', u'after', u'i', u'have', u'parked', u'stop_symbol']"
3.0,153.0,and rocks it back and,"[u'start_symbol', u'and', u'rocks', u'it', u'back', u'and', u'stop_symbol']"
4.0,153.0,forth,"[u'start_symbol', u'forth', u'stop_symbol']"
5.0,153.0,grinning around his,"[u'start_symbol', u'grinning', u'around', u'his', u'stop_symbol']"
6.0,153.0,cigar.,"[u'start_symbol', u'cigar', u'.', u'stop_symbol']"
7.0,153.0,"""hey, Hank, I notice","[u'start_symbol', u'``', u'hey', u',', u'hank', u',', u'i', u'notice', u'stop_symbol']"
8.0,153.0,all the women around your,"[u'start_symbol', u'all', u'the', u'women', u'around', u'your', u'stop_symbol']"
9.0,153.0,place lately ... good looking,"[u'start_symbol', u'place', u'lately', u'...', u'good', u'looking', u'stop_symbol']"
10.0,153.0,stuff; you're doing all,"[u'start_symbol', u'stuff', u';', u'you', u""'re"", u'doing', u'all', u'stop_symbol']"
11.0,153.0,"right.""","[u'start_symbol', u'right', u'.', u""''"", u'stop_symbol']"
12.0,153.0,"""Sam,"" I say, ""that's not","[u'start_symbol', u'``', u'sam', u',', u""''"", u'i', u'say', u',', u'``', u'that', u""'s"", u'not', u'stop_symbol']"
13.0,153.0,true; I am one of God's most,"[u'start_symbol', u'true', u';', u'i', u'am', u'one', u'of', u'god', u""'s"", u'most', u'stop_symbol']"
14.0,153.0,"lonely men.""","[u'start_symbol', u'lonely', u'men', u'.', u""''"", u'stop_symbol']"
15.0,153.0,"""we got some nice girls at","[u'start_symbol', u'``', u'we', u'got', u'some', u'nice', u'girls', u'at', u'stop_symbol']"
16.0,153.0,"the parlor, you oughta try","[u'start_symbol', u'the', u'parlor', u',', u'you', u'oughta', u'try', u'stop_symbol']"
17.0,153.0,"some of them.""","[u'start_symbol', u'some', u'of', u'them', u'.', u""''"", u'stop_symbol']"
18.0,153.0,"""I'm afraid of those places,","[u'start_symbol', u'``', u'i', u""'m"", u'afraid', u'of', u'those', u'places', u',', u'stop_symbol']"
19.0,153.0,"Sam, I can't walk into them.""","[u'start_symbol', u'sam', u',', u'i', u'ca', u""n't"", u'walk', u'into', u'them', u'.', u""''"", u'stop_symbol']"
20.0,153.0,"""I'll send you a girl then,","[u'start_symbol', u'``', u'i', u""'ll"", u'send', u'you', u'a', u'girl', u'then', u',', u'stop_symbol']"
21.0,153.0,"real nice stuff.""","[u'start_symbol', u'real', u'nice', u'stuff', u'.', u""''"", u'stop_symbol']"
22.0,153.0,"""Sam, don't send me a whore,","[u'start_symbol', u'``', u'sam', u',', u'do', u""n't"", u'send', u'me', u'a', u'whore', u',', u'stop_symbol']"
23.0,153.0,I always fall in love with,"[u'start_symbol', u'i', u'always', u'fall', u'in', u'love', u'with', u'stop_symbol']"
24.0,153.0,"whores.""","[u'start_symbol', u'whores', u'.', u""''"", u'stop_symbol']"
25.0,153.0,"""o.k., friend,"" he says,","[u'start_symbol', u'``', u'o.k.', u',', u'friend', u',', u""''"", u'he', u'says', u',', u'stop_symbol']"
26.0,153.0,"""let me know if you change","[u'start_symbol', u'``', u'let', u'me', u'know', u'if', u'you', u'change', u'stop_symbol']"
27.0,153.0,"your mind.""","[u'start_symbol', u'your', u'mind', u'.', u""''"", u'stop_symbol']"
28.0,153.0,I watch him walk away.,"[u'start_symbol', u'i', u'watch', u'him', u'walk', u'away', u'.', u'stop_symbol']"
29.0,153.0,some men are always on,"[u'start_symbol', u'some', u'men', u'are', u'always', u'on', u'stop_symbol']"
30.0,153.0,top of their game.,"[u'start_symbol', u'top', u'of', u'their', u'game', u'.', u'stop_symbol']"
31.0,153.0,I am mostly always,"[u'start_symbol', u'i', u'am', u'mostly', u'always', u'stop_symbol']"
32.0,153.0,confused.,"[u'start_symbol', u'confused', u'.', u'stop_symbol']"
33.0,153.0,he can break a man,"[u'start_symbol', u'he', u'can', u'break', u'a', u'man', u'stop_symbol']"
34.0,153.0,in half,"[u'start_symbol', u'in', u'half', u'stop_symbol']"
35.0,153.0,and doesn't know who,"[u'start_symbol', u'and', u'does', u""n't"", u'know', u'who', u'stop_symbol']"
36.0,153.0,Mozart is.,"[u'start_symbol', u'mozart', u'is', u'.', u'stop_symbol']"
37.0,153.0,who wants to listen,"[u'start_symbol', u'who', u'wants', u'to', u'listen', u'stop_symbol']"
38.0,153.0,to music,"[u'start_symbol', u'to', u'music', u'stop_symbol']"
39.0,153.0,anyhow,"[u'start_symbol', u'anyhow', u'stop_symbol']"
40.0,153.0,on a rainy Wednesday,"[u'start_symbol', u'on', u'a', u'rainy', u'wednesday', u'stop_symbol']"
41.0,153.0,night?,"[u'start_symbol', u'night', u'?', u'stop_symbol']"
1.0,154.0,Sam the whorehouse man,"[u'start_symbol', u'sam', u'the', u'whorehouse', u'man', u'stop_symbol']"
2.0,154.0,has squeaky shoes,"[u'start_symbol', u'has', u'squeaky', u'shoes', u'stop_symbol']"
3.0,154.0,and he walks up and down,"[u'start_symbol', u'and', u'he', u'walks', u'up', u'and', u'down', u'stop_symbol']"
4.0,154.0,the court,"[u'start_symbol', u'the', u'court', u'stop_symbol']"
5.0,154.0,squeaking and talking to,"[u'start_symbol', u'squeaking', u'and', u'talking', u'to', u'stop_symbol']"
6.0,154.0,the cats.,"[u'start_symbol', u'the', u'cats', u'.', u'stop_symbol']"
7.0,154.0,"he's 310 pounds,","[u'start_symbol', u'he', u""'s"", u'310', u'pounds', u',', u'stop_symbol']"
8.0,154.0,a killer,"[u'start_symbol', u'a', u'killer', u'stop_symbol']"
9.0,154.0,and he talks to the cats.,"[u'start_symbol', u'and', u'he', u'talks', u'to', u'the', u'cats', u'.', u'stop_symbol']"
10.0,154.0,he sees the women at the massage,"[u'start_symbol', u'he', u'sees', u'the', u'women', u'at', u'the', u'massage', u'stop_symbol']"
11.0,154.0,parlor and has no girlfriends,"[u'start_symbol', u'parlor', u'and', u'has', u'no', u'girlfriends', u'stop_symbol']"
12.0,154.0,no automobile,"[u'start_symbol', u'no', u'automobile', u'stop_symbol']"
13.0,154.0,he doesn't drink or dope,"[u'start_symbol', u'he', u'does', u""n't"", u'drink', u'or', u'dope', u'stop_symbol']"
14.0,154.0,his biggest vices are,"[u'start_symbol', u'his', u'biggest', u'vices', u'are', u'stop_symbol']"
15.0,154.0,chewing on a cigar and,"[u'start_symbol', u'chewing', u'on', u'a', u'cigar', u'and', u'stop_symbol']"
16.0,154.0,feeding all the cats in,"[u'start_symbol', u'feeding', u'all', u'the', u'cats', u'in', u'stop_symbol']"
17.0,154.0,the neighborhood.,"[u'start_symbol', u'the', u'neighborhood', u'.', u'stop_symbol']"
18.0,154.0,some of the cats get,"[u'start_symbol', u'some', u'of', u'the', u'cats', u'get', u'stop_symbol']"
19.0,154.0,pregnant,"[u'start_symbol', u'pregnant', u'stop_symbol']"
20.0,154.0,and so finally there are,"[u'start_symbol', u'and', u'so', u'finally', u'there', u'are', u'stop_symbol']"
21.0,154.0,more and more cats and,"[u'start_symbol', u'more', u'and', u'more', u'cats', u'and', u'stop_symbol']"
22.0,154.0,everytime I open my door,"[u'start_symbol', u'everytime', u'i', u'open', u'my', u'door', u'stop_symbol']"
23.0,154.0,one or two cats will,"[u'start_symbol', u'one', u'or', u'two', u'cats', u'will', u'stop_symbol']"
24.0,154.0,run in and sometimes I'll,"[u'start_symbol', u'run', u'in', u'and', u'sometimes', u'i', u""'ll"", u'stop_symbol']"
25.0,154.0,forget they are there and,"[u'start_symbol', u'forget', u'they', u'are', u'there', u'and', u'stop_symbol']"
26.0,154.0,they'll shit under the bed,"[u'start_symbol', u'they', u""'ll"", u'shit', u'under', u'the', u'bed', u'stop_symbol']"
27.0,154.0,or I'll awaken at night,"[u'start_symbol', u'or', u'i', u""'ll"", u'awaken', u'at', u'night', u'stop_symbol']"
28.0,154.0,hearing sounds,"[u'start_symbol', u'hearing', u'sounds', u'stop_symbol']"
29.0,154.0,leap up with my blade,"[u'start_symbol', u'leap', u'up', u'with', u'my', u'blade', u'stop_symbol']"
30.0,154.0,sneak into the kitchen and,"[u'start_symbol', u'sneak', u'into', u'the', u'kitchen', u'and', u'stop_symbol']"
31.0,154.0,find one of Sam the whorehouse,"[u'start_symbol', u'find', u'one', u'of', u'sam', u'the', u'whorehouse', u'stop_symbol']"
32.0,154.0,man's cats walking around on,"[u'start_symbol', u'man', u""'s"", u'cats', u'walking', u'around', u'on', u'stop_symbol']"
33.0,154.0,the sink or sitting on top,"[u'start_symbol', u'the', u'sink', u'or', u'sitting', u'on', u'top', u'stop_symbol']"
34.0,154.0,of the refrigerator.,"[u'start_symbol', u'of', u'the', u'refrigerator', u'.', u'stop_symbol']"
35.0,154.0,Sam runs the love parlor,"[u'start_symbol', u'sam', u'runs', u'the', u'love', u'parlor', u'stop_symbol']"
36.0,154.0,around the corner,"[u'start_symbol', u'around', u'the', u'corner', u'stop_symbol']"
37.0,154.0,and his girls stand in the,"[u'start_symbol', u'and', u'his', u'girls', u'stand', u'in', u'the', u'stop_symbol']"
38.0,154.0,doorway in the sun,"[u'start_symbol', u'doorway', u'in', u'the', u'sun', u'stop_symbol']"
39.0,154.0,and the traffic signals go,"[u'start_symbol', u'and', u'the', u'traffic', u'signals', u'go', u'stop_symbol']"
40.0,154.0,red and green and red and green,"[u'start_symbol', u'red', u'and', u'green', u'and', u'red', u'and', u'green', u'stop_symbol']"
41.0,154.0,and all of Sam's cats,"[u'start_symbol', u'and', u'all', u'of', u'sam', u""'s"", u'cats', u'stop_symbol']"
42.0,154.0,possess some of the meaning,"[u'start_symbol', u'possess', u'some', u'of', u'the', u'meaning', u'stop_symbol']"
43.0,154.0,as do the days and the nights.,"[u'start_symbol', u'as', u'do', u'the', u'days', u'and', u'the', u'nights', u'.', u'stop_symbol']"
1.0,155.0,"""... I've seen people in front of","[u'start_symbol', u'``', u'...', u'i', u""'ve"", u'seen', u'people', u'in', u'front', u'of', u'stop_symbol']"
2.0,155.0,their typewriters in such a bind,"[u'start_symbol', u'their', u'typewriters', u'in', u'such', u'a', u'bind', u'stop_symbol']"
3.0,155.0,that it would blow their intestines,"[u'start_symbol', u'that', u'it', u'would', u'blow', u'their', u'intestines', u'stop_symbol']"
4.0,155.0,right out of their assholes if they,"[u'start_symbol', u'right', u'out', u'of', u'their', u'assholes', u'if', u'they', u'stop_symbol']"
5.0,155.0,"were trying to shit.""","[u'start_symbol', u'were', u'trying', u'to', u'shit', u'.', u""''"", u'stop_symbol']"
6.0,155.0,"""ah hahaha hahaha!""","[u'start_symbol', u'``', u'ah', u'hahaha', u'hahaha', u'!', u""''"", u'stop_symbol']"
7.0,155.0,"""... it's a shame to work /that/","[u'start_symbol', u'``', u'...', u'it', u""'s"", u'a', u'shame', u'to', u'work', u'/that/', u'stop_symbol']"
8.0,155.0,"hard to try to write.""","[u'start_symbol', u'hard', u'to', u'try', u'to', u'write', u'.', u""''"", u'stop_symbol']"
9.0,155.0,"""ah hahaha hahaha!""","[u'start_symbol', u'``', u'ah', u'hahaha', u'hahaha', u'!', u""''"", u'stop_symbol']"
10.0,155.0,"""ambition rarely has anything to","[u'start_symbol', u'``', u'ambition', u'rarely', u'has', u'anything', u'to', u'stop_symbol']"
11.0,155.0,"do with talent. luck is best, and","[u'start_symbol', u'do', u'with', u'talent', u'.', u'luck', u'is', u'best', u',', u'and', u'stop_symbol']"
12.0,155.0,talent limps along a little,"[u'start_symbol', u'talent', u'limps', u'along', u'a', u'little', u'stop_symbol']"
13.0,155.0,"bit behind luck.""","[u'start_symbol', u'bit', u'behind', u'luck', u'.', u""''"", u'stop_symbol']"
14.0,155.0,"""ah haha.""","[u'start_symbol', u'``', u'ah', u'haha', u'.', u""''"", u'stop_symbol']"
15.0,155.0,"he rose and left with an 18 year old virgin, the most","[u'start_symbol', u'he', u'rose', u'and', u'left', u'with', u'an', u'18', u'year', u'old', u'virgin', u',', u'the', u'most', u'stop_symbol']"
16.0,155.0,beautiful co-ed of them,"[u'start_symbol', u'beautiful', u'co-ed', u'of', u'them', u'stop_symbol']"
17.0,155.0,all.,"[u'start_symbol', u'all', u'.', u'stop_symbol']"
18.0,155.0,I closed my notebook,"[u'start_symbol', u'i', u'closed', u'my', u'notebook', u'stop_symbol']"
19.0,155.0,got up and limped a,"[u'start_symbol', u'got', u'up', u'and', u'limped', u'a', u'stop_symbol']"
20.0,155.0,little bit behind,"[u'start_symbol', u'little', u'bit', u'behind', u'stop_symbol']"
21.0,155.0,them.,"[u'start_symbol', u'them', u'.', u'stop_symbol']"
